Cidade,Cliente,ClienteId,CodigoPrimesys,Description,Estado,Location,Operadora,PrimeId,SerialName,Servico,Solucao,Tecnologia,TipoNegocio,TipoServico
São Paulo,LIBERTY SEGUROS S/A,162908.0000000,LIBERTY,,SP,,,LIBERTY#SDW-VELO-LAPA-GER#00,,SDWAN - VELOCLOUD,202050803,VELOCLOUD,SDWAN,SDWAN
São Paulo,LIBERTY SEGUROS S/A,162897.0000000,LIBERTY,,SP,,,LIBERTY#SDW-VELO-LIBERO_BADARO-GER#00,,SDWAN - VELOCLOUD,202050805,VELOCLOUD,SDWAN,SDWAN
Londrina,LIBERTY SEGUROS S/A,162872.0000000,LIBERTY,,PR,,,LIBERTY#SDW-VELO-LONDRINA-GER#00,,SDWAN - VELOCLOUD,202050806,VELOCLOUD,SDWAN,SDWAN
Maceió,LIBERTY SEGUROS S/A,162855.0000000,LIBERTY,,AL,,,LIBERTY#SDW-VELO-MACEIO-GER#00,,SDWAN - VELOCLOUD,202050808,VELOCLOUD,SDWAN,SDWAN
Maringá,LIBERTY SEGUROS S/A,162874.0000000,LIBERTY,,PR,,,LIBERTY#SDW-VELO-MARINGA-GER#00,,SDWAN - VELOCLOUD,202050814,VELOCLOUD,SDWAN,SDWAN
Porto Alegre,LIBERTY SEGUROS S/A,162888.0000000,LIBERTY,,RS,,,LIBERTY#SDW-VELO-MOINHOS_VENTO-GER#00,,SDWAN - VELOCLOUD,202050816,VELOCLOUD,SDWAN,SDWAN
Passo Fundo,LIBERTY SEGUROS S/A,162954.0000000,LIBERTY,,RS,,,LIBERTY#SDW-VELO-PASSO_FUNDO-GER#00,,SDWAN - VELOCLOUD,202050822,VELOCLOUD,SDWAN,SDWAN
Pelotas,LIBERTY SEGUROS S/A,162894.0000000,LIBERTY,,RS,,,LIBERTY#SDW-VELO-PELOTAS-GER#00,,SDWAN - VELOCLOUD,202050824,VELOCLOUD,SDWAN,SDWAN
Piracicaba,LIBERTY SEGUROS S/A,162916.0000000,LIBERTY,,SP,,,LIBERTY#SDW-VELO-PIRACICABA-GER#00,,SDWAN - VELOCLOUD,202050826,VELOCLOUD,SDWAN,SDWAN
Recife,LIBERTY SEGUROS S/A,162853.0000000,LIBERTY,,PE,,,LIBERTY#SDW-VELO-RECIE-GER#00,,SDWAN - VELOCLOUD,202050829,VELOCLOUD,SDWAN,SDWAN
Ribeirão Preto,LIBERTY SEGUROS S/A,162918.0000000,LIBERTY,,SP,,,LIBERTY#SDW-VELO-RIBEIRA_PRETO-GER#00,,SDWAN - VELOCLOUD,202050831,VELOCLOUD,SDWAN,SDWAN
Rio de Janeiro,LIBERTY SEGUROS S/A,162924.0000000,LIBERTY,,RJ,,,LIBERTY#SDW-VELO-RIO_JANEIRO-GER#00,,SDWAN - VELOCLOUD,202050832,VELOCLOUD,SDWAN,SDWAN
Salvador,LIBERTY SEGUROS S/A,162937.0000000,LIBERTY,,BA,,,LIBERTY#SDW-VELO-SALVADOR-GER#00,,SDWAN - VELOCLOUD,202050833,VELOCLOUD,SDWAN,SDWAN
Santo André,LIBERTY SEGUROS S/A,162910.0000000,LIBERTY,,SP,,,LIBERTY#SDW-VELO-SANTO_ANDRE-GER#00,,SDWAN - VELOCLOUD,202050837,VELOCLOUD,SDWAN,SDWAN
São José do Rio Preto,LIBERTY SEGUROS S/A,162921.0000000,LIBERTY,,SP,,,LIBERTY#SDW-VELO-SÃO_JOSE_RIO_PRETO-GER#00,,SDWAN - VELOCLOUD,202050843,VELOCLOUD,SDWAN,SDWAN
São José dos Campos,LIBERTY SEGUROS S/A,162914.0000000,LIBERTY,,SP,,,LIBERTY#SDW-VELO-SÃO_JOSE_CAMPOS-GER#00,,SDWAN - VELOCLOUD,202050845,VELOCLOUD,SDWAN,SDWAN
São Paulo,LIBERTY SEGUROS S/A,162906.0000000,LIBERTY,,SP,,,LIBERTY#SDW-VELO-SPO_CONCENTRADOR-GER#00,,SDWAN - VELOCLOUD,202050849,VELOCLOUD,SDWAN,SDWAN
Sorocaba,LIBERTY SEGUROS S/A,162966.0000000,LIBERTY,,SP,,,LIBERTY#SDW-VELO-SOROCABA-GER#00,,SDWAN - VELOCLOUD,202050852,VELOCLOUD,SDWAN,SDWAN
São Paulo,LIBERTY SEGUROS S/A,162900.0000000,LIBERTY,,SP,,,LIBERTY#SDW-VELO-TATUAPÉ-GER#00,,SDWAN - VELOCLOUD,202050855,VELOCLOUD,SDWAN,SDWAN
Teresópolis,LIBERTY SEGUROS S/A,162925.0000000,LIBERTY,,RJ,,,LIBERTY#SDW-VELO-TERESÓPOLIS-GER#00,,SDWAN - VELOCLOUD,202050857,VELOCLOUD,SDWAN,SDWAN
Uberaba,LIBERTY SEGUROS S/A,162933.0000000,LIBERTY,,MG,,,LIBERTY#SDW-VELO-UBERABA-GER#00,,SDWAN - VELOCLOUD,202050859,VELOCLOUD,SDWAN,SDWAN
Uberlândia,LIBERTY SEGUROS S/A,162935.0000000,LIBERTY,,MG,,,LIBERTY#SDW-VELO-UBERLANDIA-GER#00,,SDWAN - VELOCLOUD,202050861,VELOCLOUD,SDWAN,SDWAN
Novo Hamburgo,LIBERTY SEGUROS S/A,162890.0000000,LIBERTY,,RS,,,LIBERTY#SDW-VELO-VALE_SINOS-GER#00,,SDWAN - VELOCLOUD,202050863,VELOCLOUD,SDWAN,SDWAN
Varginha,LIBERTY SEGUROS S/A,162850.0000000,LIBERTY,,MG,,,LIBERTY#SDW-VELO-VARGINHA-GER#00,,SDWAN - VELOCLOUD,202050865,VELOCLOUD,SDWAN,SDWAN
Vitória da Conquista,LIBERTY SEGUROS S/A,162941.0000000,LIBERTY,,BA,,,LIBERTY#SDW-VELO-VITORIA_CONQUISTA-GER#00,,SDWAN - VELOCLOUD,202050869,VELOCLOUD,SDWAN,SDWAN
Santa Cruz do Sul,LIBERTY SEGUROS S/A,162982.0000000,VELOCLOUD,,RS,,,SDWAN#LIBERTY-VELO-STA_CRUZ_SUL#00,,SDWAN - VELOCLOUD,202050880,VELOCLOUD,SDWAN,SDWAN
Belo Horizonte,BANCO LOSANGO S.A. - BANCO MULTIPLO,162999.0000000,BRAD,,MG,,Telemar Norte e Leste S.A - MG,BRAD#LOG-BELO-HORIZONTE#01,,BRAD,202050954,VELOCLOUD,LOSANGO,SDWAN
São José dos Campos,BRAZUL TRANSPORTE DE VEICULOS LTDA,163338.0000000,VELOCLOUD,,SP,,,SDWAN#SADA_BRAZUL_SBCAM-VELO#02,,SDWAN - VELOCLOUD,202051298,VELOCLOUD,SDWAN,SDWAN
Curitiba,PLAENGE EMPREENDIMENTOS LTDA,166625.0000000,VELOCLOUD,,PR,,,SDWAN#PLAENGE-VELO-CURITIBA#00,,SDWAN - VELOCLOUD,202055189,VELOCLOUD,SDWAN,SDWAN
Campo Grande,PLAENGE EMPREENDIMENTOS LTDA,166628.0000000,VELOCLOUD,,MS,,,SDWAN#PLAENGE-VELO-CAMPOGRANDE-FILIAL#00,,SDWAN - VELOCLOUD,202055190,VELOCLOUD,SDWAN,SDWAN
Campo Grande,PLAENGE EMPREENDIMENTOS LTDA,166630.0000000,VELOCLOUD,,MS,,,SDWAN#PLAENGE-VELO-CAMPOGRANDE-CENTRAL#00,,SDWAN - VELOCLOUD,202055191,VELOCLOUD,SDWAN,SDWAN
Cuiabá,PLAENGE EMPREENDIMENTOS LTDA,166634.0000000,VELOCLOUD,,MT,,,SDWAN#PLAENGE-VELO-CUIABA-FILIAL#00,,SDWAN - VELOCLOUD,202055193,VELOCLOUD,SDWAN,SDWAN
Maringá,PLAENGE EMPREENDIMENTOS LTDA,166636.0000000,VELOCLOUD,,PR,,,SDWAN#PLAENGE-VELO-MARINGA-FILIAL#00,,SDWAN - VELOCLOUD,202055194,VELOCLOUD,SDWAN,SDWAN
Campinas,PLAENGE EMPREENDIMENTOS LTDA,166638.0000000,VELOCLOUD,,SP,,,SDWAN#PLAENGE-VELO-CAMPINAS#00,,SDWAN - VELOCLOUD,202055195,VELOCLOUD,SDWAN,SDWAN
Londrina,PLAENGE EMPREENDIMENTOS LTDA,166640.0000000,VELOCLOUD,,PR,,,SDWAN#PLAENGE-VELO-LONDRINA-CENTRAL#00,,SDWAN - VELOCLOUD,202055196,VELOCLOUD,SDWAN,SDWAN
Joinville,PLAENGE EMPREENDIMENTOS LTDA,166642.0000000,VELOCLOUD,,SC,,,SDWAN#PLAENGE-VELO-JOINVILLE#00,,SDWAN - VELOCLOUD,202055197,VELOCLOUD,SDWAN,SDWAN
Curitiba,PLAENGE EMPREENDIMENTOS LTDA,166644.0000000,VELOCLOUD,,PR,,,SDWAN#VANGUARD-VELO-CURITIBA-ESCRITORIO-VA#00,,SDWAN - VELOCLOUD,202055198,VELOCLOUD,SDWAN,SDWAN
Cuiabá,PLAENGE EMPREENDIMENTOS LTDA,166646.0000000,VELOCLOUD,,MT,,,SDWAN#PLAENGE-VELO-CUIABA-CENTRAL-PL#00,,SDWAN - VELOCLOUD,202055199,VELOCLOUD,SDWAN,SDWAN
São Paulo,BRF S A,166835.0000000,BRF,brf-spo-fw-1,SP,BRF MERCADO SPO | 202055618,,BRF#SDE-FORT-MERC_MOD-SP#01,brf-spo-fw-1,GRC,202055618,FORTINET,LOJA,SDE
Hortolândia,BRF S A,166836.0000000,BRF,brf-hort-dc-fw-1,SP,BRF DC | 202055619,,BRF#SDE-FORT-IBM-HORTO#00,brf-hort-dc-fw-1,GRC,202055619,FORTINET,DATA CENTER,SDE
Belo Horizonte,USINAS SIDERURGICAS DE MINAS GERAIS S A - USIMINAS,168436.0000000,USIM,,MG,,,USIM#SDW-VELO_BH-GER#02,,SDWAN - VELOCLOUD,202057368,VELOCLOUD,SDWAN,SDWAN
Ipatinga,USINAS SIDERURGICAS DE MINAS GERAIS S A - USIMINAS,168437.0000000,USIM,,MG,,,USIM#SDW-VELO_IPATINGA-GER#02,,SDWAN - VELOCLOUD,202057369,VELOCLOUD,SDWAN,SDWAN
Cubatão,USINAS SIDERURGICAS DE MINAS GERAIS S A - USIMINAS,168438.0000000,USIM,,SP,,,USIM#SDW-VELO_CUBATAO-GER#02,,SDWAN - VELOCLOUD,202057370,VELOCLOUD,SDWAN,SDWAN
Araquari,SERILON BRASIL LTDA,168536.0000000,SRLN,,SC,,,SRLN#SDW-VELO-JOINVILLE#00,,SDWAN - VELOCLOUD,202057497,VELOCLOUD,SDWAN,SDWAN
João Pessoa,HAPVIDA ASSISTENCIA MEDICA LTDA,168603.0000000,VELOCLOUD,,PB,,,SDWAN#HAPVIDA-ULTRA_HOSP_PARAÍBA-VELO#00,,SDWAN - VELOCLOUD,202057639,VELOCLOUD,DADOS,SDWAN
Camaçari,HAPVIDA ASSISTENCIA MEDICA LTDA,168621.0000000,VELOCLOUD,,BA,,,SDWAN#HAPVIDA-ULTRA_HOSP_SEMED-VELO#00,,SDWAN - VELOCLOUD,202057657,VELOCLOUD,DADOS,SDWAN
Rio das Ostras,VALLOUREC TUBULAR SOLUTIONS LTDA,168652.0000000,VELOCLOUD,,RJ,,,VLLC#SDW-VELO-RIO_OSTRAS-GER#00,,SDWAN - VELOCLOUD,202058025,VELOCLOUD,SDWAN,SDWAN
Ariquemes,ESTANHO DE RONDONIA S A,168709.0000000,VELOCLOUD,,RO,,,SDWAN#FUND_CSN_ESTANHO_RONDONIA-VELO#00,,SDWAN - VELOCLOUD,202058100,VELOCLOUD,DADOS,DADOS
Caçapava,BRAZUL TRANSPORTE DE VEICULOS LTDA,168927.0000000,SADA,,SP,,,SADA#SDW-VELO-BRAZUL-CAÇAPAVA-GER#00,,SDWAN - VELOCLOUD,202058333,VELOCLOUD,SDWAN,SDWAN
Camaçari,BRAZUL TRANSPORTE DE VEICULOS LTDA,168928.0000000,SADA,,BA,,,SADA#SDW-VELO-BRAZUL-CAMACARI-GER#00,,SDWAN - VELOCLOUD,202058334,VELOCLOUD,SDWAN,SDWAN
Guaíba,BRAZUL TRANSPORTE DE VEICULOS LTDA,168929.0000000,SADA,,RS,,,SADA#SDW-VELO-BRAZUL-GUAIBA-GER#00,,SDWAN - VELOCLOUD,202058335,VELOCLOUD,SDWAN,SDWAN
Indaiatuba,BRAZUL TRANSPORTE DE VEICULOS LTDA,168930.0000000,SADA,,SP,,,SADA#SDW-VELO-BRAZUL-INDAIATUBA-GER#00,,SDWAN - VELOCLOUD,202058336,VELOCLOUD,SDWAN,SDWAN
Porto Real,BRAZUL TRANSPORTE DE VEICULOS LTDA,168931.0000000,SADA,,RJ,,,SADA#SDW-VELO-BRAZUL-PORTO_REAL-GER#00,,SDWAN - VELOCLOUD,202058337,VELOCLOUD,SDWAN,SDWAN
Rio de Janeiro,BRAZUL TRANSPORTE DE VEICULOS LTDA,168932.0000000,SADA,,RJ,,,SADA#SDW-VELO-BRAZUL-RIO_JANEIRO-GER#00,,SDWAN - VELOCLOUD,202058338,VELOCLOUD,SDWAN,SDWAN
São Bernardo do Campo,BRAZUL TRANSPORTE DE VEICULOS LTDA,168933.0000000,SADA,,SP,,,SADA#SDW-VELO-BRAZUL-SOB-GER#00,,SDWAN - VELOCLOUD,202058339,VELOCLOUD,SDWAN,SDWAN
São Bernardo do Campo,BRAZUL TRANSPORTE DE VEICULOS LTDA,168934.0000000,SADA,,SP,,,SADA#SDW-VELO-BRAZUL-SOB2-GER#00,,SDWAN - VELOCLOUD,202058340,VELOCLOUD,SDWAN,SDWAN
São Caetano do Sul,BRAZUL TRANSPORTE DE VEICULOS LTDA,168935.0000000,SADA,,SP,,,SADA#SDW-VELO-BRAZUL-SCAET-GER#00,,SDWAN - VELOCLOUD,202058341,VELOCLOUD,SDWAN,SDWAN
São José dos Pinhais,BRAZUL TRANSPORTE DE VEICULOS LTDA,168937.0000000,SADA,,PR,,,SADA#SDW-VELO-BRAZUL-SJPIN-GER#00,,SDWAN - VELOCLOUD,202058343,VELOCLOUD,SDWAN,SDWAN
Gravataí,BRAZUL TRANSPORTE DE VEICULOS LTDA,168979.0000000,SADA,,RS,,,SADA#SDW-VELO-BRAZUL-GRAVATAI-GER#00,,SDWAN - VELOCLOUD,202058345,VELOCLOUD,SDWAN,SDWAN
Serra,BRAZUL TRANSPORTE DE VEICULOS LTDA,168938.0000000,SADA,,ES,,,SADA#SDW-VELO-BRAZUL-SERRA-GER#00,,SDWAN - VELOCLOUD,202058346,VELOCLOUD,SDWAN,SDWAN
Sorocaba,BRAZUL TRANSPORTE DE VEICULOS LTDA,168939.0000000,SADA,,SP,,,SADA#SDW-VELO-BRAZUL-SOROCABA-GER#00,,SDWAN - VELOCLOUD,202058347,VELOCLOUD,SDWAN,SDWAN
São Bernardo do Campo,BRAZUL TRANSPORTE DE VEICULOS LTDA,168940.0000000,SADA,,SP,,,SADA#SDW-VELO-BRAZUL-SOB3-GER#00,,SDWAN - VELOCLOUD,202058348,VELOCLOUD,SDWAN,SDWAN
Itabira,DEVA VEÍCULOS LTDA,168941.0000000,SADA,,MG,,,SADA#SDW-VELO-DEVA-ITABIRA-GER#00,,SDWAN - VELOCLOUD,202058349,VELOCLOUD,SDWAN,SDWAN
Betim,DEVA VEÍCULOS LTDA,168942.0000000,SADA,,MG,,,SADA#SDW-VELO-DEVA-BETIM-GER#00,,SDWAN - VELOCLOUD,202058350,VELOCLOUD,SDWAN,SDWAN
Juiz de Fora,DEVA VEÍCULOS LTDA,168944.0000000,SADA,,MG,,,SADA#SDW-VELO-DEVA-JUIZ_FORA-GER#00,,SDWAN - VELOCLOUD,202058351,VELOCLOUD,SDWAN,SDWAN
Pouso Alegre,DEVA VEÍCULOS LTDA,168945.0000000,SADA,,MG,,,SADA#SDW-VELO-DEVA-POUSO_ALEGRE-GER#00,,SDWAN - VELOCLOUD,202058352,VELOCLOUD,SDWAN,SDWAN
Sete Lagoas,OMR Componentes Ltda,168946.0000000,SADA,,MG,,,SADA#SDW-VELO-OMR-SETE_LAGOAS-GER#00,,SDWAN - VELOCLOUD,202058353,VELOCLOUD,SDWAN,SDWAN
Belém,Sada Transportes e Armazenagens S/A,168947.0000000,SADA,,PA,,,SADA#SDW-VELO-BELEM-GER#00,,SDWAN - VELOCLOUD,202058354,VELOCLOUD,SDWAN,SDWAN
Betim,Sada Transportes e Armazenagens S/A,168948.0000000,SADA,,MG,,,SADA#SDW-VELO-BETIM-GER#00,,SDWAN - VELOCLOUD,202058355,VELOCLOUD,SDWAN,SDWAN
Catalão,Sada Transportes e Armazenagens S/A,168949.0000000,SADA,,GO,,,SADA#SDW-VELO-CATALAO-GER#00,,SDWAN - VELOCLOUD,202058356,VELOCLOUD,SDWAN,SDWAN
Duque de Caxias,Sada Transportes e Armazenagens S/A,168950.0000000,SADA,,RJ,,,SADA#SDW-VELO-DUQUE_CAXIAS-GER#00,,SDWAN - VELOCLOUD,202058357,VELOCLOUD,SDWAN,SDWAN
Ibirité,Sada Transportes e Armazenagens S/A,168951.0000000,SADA,,MG,,,SADA#SDW-VELO-IBIRITÉ-GER#00,,SDWAN - VELOCLOUD,202058358,VELOCLOUD,SDWAN,SDWAN
Igarapé,Sada Transportes e Armazenagens S/A,168952.0000000,SADA,,MG,,,SADA#SDW-VELO-IGARAPE-GER#00,,SDWAN - VELOCLOUD,202058359,VELOCLOUD,SDWAN,SDWAN
Igarapé,Sada Transportes e Armazenagens S/A,168953.0000000,SADA,,MG,,,SADA#SDW-VELO-IGARAPE2-GER#00,,SDWAN - VELOCLOUD,202058360,VELOCLOUD,SDWAN,SDWAN
Rio de Janeiro,Sada Transportes e Armazenagens S/A,168954.0000000,SADA,,RJ,,,SADA#SDW-VELO-RIO_JANEIRO-GER#00,,SDWAN - VELOCLOUD,202058361,VELOCLOUD,SDWAN,SDWAN
São Bernardo do Campo,Sada Transportes e Armazenagens S/A,168955.0000000,SADA,,SP,,,SADA#SDW-VELO-SOB-GER#00,,SDWAN - VELOCLOUD,202058362,VELOCLOUD,SDWAN,SDWAN
Várzea da Palma,Sada Transportes e Armazenagens S/A,168956.0000000,SADA,,MG,,,SADA#SDW-VELO-VARZEA_PALMA-GER#00,,SDWAN - VELOCLOUD,202058363,VELOCLOUD,SDWAN,SDWAN
Jaíba,Sada Transportes e Armazenagens S/A,168957.0000000,SADA,,MG,,,SADA#SDW-VELO-JAIBA-GER#00,,SDWAN - VELOCLOUD,202058364,VELOCLOUD,SDWAN,SDWAN
Goiana,Sada Transportes e Armazenagens S/A,168958.0000000,SADA,,PE,,,SADA#SDW-VELO-GOIANA-GER#00,,SDWAN - VELOCLOUD,202058365,VELOCLOUD,SDWAN,SDWAN
Betim,Sada Transportes e Armazenagens S/A,168980.0000000,SADA,,MG,,,SADA#SDW-VELO-BETIM2-GER#00,,SDWAN - VELOCLOUD,202058366,VELOCLOUD,SDWAN,SDWAN
Belo Horizonte,Sempre Editora Ltda,168959.0000000,SADA,,MG,,,SADA#SDW-VELO-SE-BELO_HORIZONTE-GER#00,,SDWAN - VELOCLOUD,202058367,VELOCLOUD,SDWAN,SDWAN
Betim,Sempre Editora Ltda,168960.0000000,SADA,,MG,,,SADA#SDW-VELO-SE-BETIM-GER#00,,SDWAN - VELOCLOUD,202058368,VELOCLOUD,SDWAN,SDWAN
Contagem,Sempre Editora Ltda,168961.0000000,SADA,,MG,,,SADA#SDW-VELO-SE-CONTAGEM-GER#00,,SDWAN - VELOCLOUD,202058369,VELOCLOUD,SDWAN,SDWAN
Contagem,Sempre Editora Ltda,168981.0000000,SADA,,MG,,,SADA#SDW-VELO-SE-CONTAGEM2-GER#00,,SDWAN - VELOCLOUD,202058370,VELOCLOUD,SDWAN,SDWAN
Camaçari,Transzero Transportadora de Veiculos  Ltda,168962.0000000,SADA,,BA,,,SADA#SDW-VELO-TRANSZERO-CAMACARI-GER#00,,SDWAN - VELOCLOUD,202058371,VELOCLOUD,SDWAN,SDWAN
São Bernardo do Campo,Transzero Transportadora de Veiculos  Ltda,168963.0000000,SADA,,SP,,,SADA#SDW-VELO-TRANSZERO-SOB-GER#00,,SDWAN - VELOCLOUD,202058372,VELOCLOUD,SDWAN,SDWAN
São Bernardo do Campo,Transzero Transportadora de Veiculos  Ltda,168964.0000000,SADA,,SP,,,SADA#SDW-VELO-TRANSZERO-SOB2-GER#00,,SDWAN - VELOCLOUD,202058373,VELOCLOUD,SDWAN,SDWAN
Caçapava,Transzero Transportadora de Veiculos  Ltda,168967.0000000,SADA,,SP,,,SADA#SDW-VELO-TRANSZERO-CAÇAPAVA-GER#00,,SDWAN - VELOCLOUD,202058375,VELOCLOUD,SDWAN,SDWAN
São Bernardo do Campo,Transzero Transportadora de Veiculos  Ltda,168968.0000000,SADA,,SP,,,SADA#SDW-VELO-TRANSZERO-SOB4-GER#00,,SDWAN - VELOCLOUD,202058376,VELOCLOUD,SDWAN,SDWAN
Araquari,Transzero Transportadora de Veiculos  Ltda,168969.0000000,SADA,,SC,,,SADA#SDW-VELO-BRAZUL-ARAQUARI-GER#00,,SDWAN - VELOCLOUD,202058377,VELOCLOUD,SDWAN,SDWAN
Montes Claros,DEVA VEÍCULOS LTDA,168982.0000000,SADA,,MG,,,SADA#SDW-VELO-DEVA-MONTES_CLAROS-GER#00,,SDWAN - VELOCLOUD,202058378,VELOCLOUD,SDWAN,SDWAN
Igarapé,Sada Transportes e Armazenagens S/A,168986.0000000,SADA,,MG,,,SADA#SDW-VELO-IGARAPE3-GER#00,,SDWAN - VELOCLOUD,202058379,VELOCLOUD,SDWAN,SDWAN
Itaguaí,Sada Transportes e Armazenagens S/A,168970.0000000,SADA,,RJ,,,SADA#SDW-VELO-ITAGUAI-GER#00,,SDWAN - VELOCLOUD,202058381,VELOCLOUD,SDWAN,SDWAN
Itatiaia,Sada Transportes e Armazenagens S/A,168971.0000000,SADA,,RJ,,,SADA#SDW-VELO-ITATIAIA-GER#00,,SDWAN - VELOCLOUD,202058382,VELOCLOUD,SDWAN,SDWAN
Sete Lagoas,Sada Transportes e Armazenagens S/A,168984.0000000,SADA,,MG,,,SADA#SDW-VELO-SETE_LAGOAS-GER#00,,SDWAN - VELOCLOUD,202058383,VELOCLOUD,SDWAN,SDWAN
Manaus,Sada Transportes e Armazenagens S/A,168972.0000000,SADA,,AM,,,SADA#SDW-VELO-MANAUS-GER#00,,SDWAN - VELOCLOUD,202058384,VELOCLOUD,SDWAN,SDWAN
Campo Largo da Roseira,Transzero Transportadora de Veiculos  Ltda,168974.0000000,SADA,,PR,,,SADA#SDW-VELO-TRANSZERO-SJPIN-GER#00,,SDWAN - VELOCLOUD,202058386,VELOCLOUD,SDWAN,SDWAN
Santos,Transzero Transportadora de Veiculos  Ltda,168975.0000000,SADA,,SP,,,SADA#SDW-VELO-TRANSZERO-SANTOS-GER#00,,SDWAN - VELOCLOUD,202058387,VELOCLOUD,SDWAN,SDWAN
Betim,Transzero Transportadora de Veiculos  Ltda,168976.0000000,SADA,,MG,,,SADA#SDW-VELO-TRANSZERO-BETIM-GER#00,,SDWAN - VELOCLOUD,202058388,VELOCLOUD,SDWAN,SDWAN
Carbonita,Sada Bio Energia e Agricultura Ltda,168977.0000000,SADA,,MG,,,SADA#SDW-VELO-BIO-CARBONITA-GER#00,,SDWAN - VELOCLOUD,202058389,VELOCLOUD,SDWAN,SDWAN
Senador Canedo,Sada Transportes e Armazenagens S/A,168978.0000000,SADA,,GO,,,SADA#SDW-VELO-SENADOR_CANEDO-GER#00,,SDWAN - VELOCLOUD,202058390,VELOCLOUD,SDWAN,SDWAN
Cuiabá,ICATU SEGUROS S.A,169174.0000000,ICATU,,MT,,,ICAT#SDW-VELO-CUIABA#00,,SDWAN - VELOCLOUD,202058771,VELOCLOUD,ABORDAGEM SIMPLES,SDWAN
Rio de Janeiro,ASSOCIAÇÃO DOS LOJISTAS DO SHOPPING VILLAGE MALL,169739.0000000,MULT,,RJ,,,MULT#SDW-VELO-SHOPPING_VILLAGE_MALL-GER#00,,SDWAN - VELOCLOUD,202059393,VELOCLOUD,LOJA,SDWAN
Rio de Janeiro,ASSOCIAÇÃO DOS LOJISTAS DO SHOPPING CENTER DA BARRA,169737.0000000,MULT,,RJ,,,MULT#SDW-VELO-SHOPPING_CENTER_BARRA-GER#00,,SDWAN - VELOCLOUD,202059394,VELOCLOUD,LOJA,SDWAN
Macapá,RADIO TV DO AMAZONAS LTDA.,169901.0000000,VELOCLOUD,,AP,,,RADI#SDW-VELO-AMAZONICA-MACAPA#00,,SDWAN - VELOCLOUD,202059708,VELOCLOUD,SDWAN,SDWAN
Salvador,NEOS PREVIDENCIA COMPLEMENTAR,169917.0000000,NEOS,,BA,,,NEOS#SDW-VELO-SALVADOR-GER#00,,SDWAN - VELOCLOUD,202059721,VELOCLOUD,FLEX,SDWAN
Recife,NEOS PREVIDENCIA COMPLEMENTAR,169918.0000000,NEOS,,PE,,,NEOS#SDW-VELO-RECIFE-GER#00,,SDWAN - VELOCLOUD,202059722,VELOCLOUD,FLEX,SDWAN
Londrina,PB LOPES & CIA LTDA,170040.0000000,PBL,,PR,,,PBL#PB_LOPES-SDW-VELO-LONDRINA-GER#00,,SDWAN - VELOCLOUD,202059972,VELOCLOUD,SDWAN,SDWAN
Maringá,PB LOPES & CIA LTDA,170041.0000000,PBL,,PR,,,PBL#PB_LOPES-SDW-VELO-MARINGA-GER#00,,SDWAN - VELOCLOUD,202059973,VELOCLOUD,SDWAN,SDWAN
Maringá,PB LOPES & CIA LTDA,170042.0000000,PBL,,PR,,,PBL#PB_LOPES-SDW-VELO-MARINGA-G10-GER#00,,SDWAN - VELOCLOUD,202059974,VELOCLOUD,SDWAN,SDWAN
Dourados,PB LOPES & CIA LTDA,170043.0000000,PBL,,MS,,,PBL#PB_LOPES-SDW-VELO-DOURADOS-GER#00,,SDWAN - VELOCLOUD,202059975,VELOCLOUD,SDWAN,SDWAN
Salto Grande,PB LOPES & CIA LTDA,170044.0000000,PBL,,SP,,,PBL#PB_LOPES-SDW-VELO-SALTOGRANDE-GER#00,,SDWAN - VELOCLOUD,202059976,VELOCLOUD,SDWAN,SDWAN
Campo Grande,PB LOPES & CIA LTDA,170045.0000000,PBL,,MS,,,PBL#PB_LOPES-SDW-VELO-CAMPOGRANDE-GER#00,,SDWAN - VELOCLOUD,202059977,VELOCLOUD,SDWAN,SDWAN
Ladário,PB LOPES & CIA LTDA,170046.0000000,PBL,,MS,,,PBL#PB_LOPES-SDW-VELO-CORUMBA-GER#00,,SDWAN - VELOCLOUD,202059978,VELOCLOUD,SDWAN,SDWAN
Regente Feijó,PB LOPES & CIA LTDA,170047.0000000,PBL,,SP,,,PBL#PB_LOPES-SDW-VELO-REGE-FEIJO-GER#00,,SDWAN - VELOCLOUD,202059979,VELOCLOUD,SDWAN,SDWAN
Araçatuba,GERDAU AÇOS LONGOS SA,170122.0000000,GERD,,SP,,,GERD#SDW-VELO-CG_ARACATUBA-GER#00,,GRC,202060096,VELOCLOUD,DADOS,DADOS
Araçatuba,GERDAU AÇOS LONGOS S A,170700.0000000,VELOCLOUD,,SP,,,GERD#SDWAN-VELO-CG_ARAÇATUBA#00,,SDWAN - VELOCLOUD,202060937,VELOCLOUD,FLEX,SDWAN
Belo Horizonte,SAMARCO MINERACAO S A,170949.0000000,VELOCLOUD,,MG,,,SAMA#SDW-VELO-BHO-GER#00,,SDWAN - VELOCLOUD,202061221,VELOCLOUD,FLEX,SDWAN
Mariana,SAMARCO MINERACAO S A,170950.0000000,VELOCLOUD,,MG,,,SAMA#SDW-VELO-GERMANO-GER#00,,SDWAN - VELOCLOUD,202061222,VELOCLOUD,FLEX,SDWAN
Anchieta,SAMARCO MINERACAO S A,170951.0000000,VELOCLOUD,,ES,,,SAMA#SDW-VELO-UBU-GER#00,,SDWAN - VELOCLOUD,202061223,VELOCLOUD,FLEX,SDWAN
