Cidade,Cliente,ClienteId,CodigoPrimesys,Description,Estado,Location,Operadora,PrimeId,SerialName,Servico,Solucao,Tecnologia,TipoNegocio,TipoServico
Itapevi,TEGMA GESTAO LOGISTICA S A,174296.0000000,TGMA,tegma-itapevi-fw-1,SP,ITAPEVI | 202174603,,TGMA#SDE-FORT-ITAPEVI#00,FG100FTK20019334,SDE,202174603,,SDWAN,SDE
São Bernardo do Campo,TEGMA GESTAO LOGISTICA S A,174297.0000000,TGMA,tegma-sbo-mro-fw-1,SP,MIRO | 202174604,,TGMA#SDE-FORT-MIRO_SBCAMP#00,FG200ETK20900449,SDE,202174604,,SDWAN,SDE
São Bernardo do Campo,TEGMA GESTAO LOGISTICA S A,174298.0000000,TGMA,tegma-sbo-ncl-fw-1,SP,NICOLA | 202174605,,TGMA#SDE-FORT-NICOLA_SBCAMP#00,FG200ETK20901117,SDE,202174605,,SDWAN,SDE
SAO PAULO,PACAEMBU AUTOPEÇAS LTDA,108899.0000000,PCBU,pacaembu-spo-hafw-c,SP,PACAEMBU SPO | 201749058,,PCBU#BLD-FORT-SPO#00,FG3H0E5819906446,BSN,201749058,,MATRIZ,DUPLA ABORDAGEM
Barueri,TEGMA GESTAO LOGISTICA S A,173011.0000000,TGMA,tegma-bre-dc-hafw-1,SP,BRE - ALOG / DC Equinix | 202165365,Empresa Bras. de Telecomunicações - SP,TGMA#SDE-FORT-BRE/IP/24806-GER#00,FG4H0ETB20902223,SDE,202165365,,SDWAN,SDE
Brasília,POSTAL SAUDE - CAIXA DE ASSISTENCIA E SAUDE DOS EMPREGADOS DOS CORREIOS,179827.0000000,PSDE,RT_SEDE01,DF,BRASILIA_BSA/IP/27743 | 202183357,,PSDE#SDE-FORT-BRASILIA-GER#00,FG5H0E5819905833,SDE,202183357,,DUPLA ABORDAGEM,SEDE
Brasília,POSTAL SAUDE - CAIXA DE ASSISTENCIA E SAUDE DOS EMPREGADOS DOS CORREIOS,179827.0000000,PSDE,RT_SEDE02,DF,BRASILIA_BSA/IP/27743 | 202183357,,PSDE#SDE-FORT-BRASILIA-GER#00,FG5H0E5819906309,SDE,202183357,,DUPLA ABORDAGEM,SEDE
SAO JOSE DO RIO PRETO,PACAEMBU AUTOPEÇAS LTDA,108875.0000000,PCBU,pacaembu-srr-fw-004,SP,PACAEMBU SRR | 201748895,,PCBU#BLD-FORT-SRR#00,FGT40FTK20001577,BSN,201748895,,FILIAIS,SEM CONTINGENCIA
São Gonçalo,FUNDO ESPECIAL DA PROCURADORIA GERAL DO ESTADO DO RIO DE JANEIRO,179474.0000000,PGE,PR13-SAO_GONCALO,RJ,PR13-SAO_GONCALO_SGO/IP/13551 | 202182022,,PGE#SDE-FORT-PR13-SAO_GONCALO-GER#00,FGT40FTK20004160,SDE,202182022,,ABORDAGEM SIMPLES,FILIAL
Cabo Frio,FUNDO ESPECIAL DA PROCURADORIA GERAL DO ESTADO DO RIO DE JANEIRO,179473.0000000,PGE,PR12-CABO_FRIO,RJ,PR12-CABO_FRIO_CBF/IP/04614 | 202182021,,PGE#SDE-FORT-PR12-CABO_FRIO-GER#00,FGT40FTK20005020,SDE,202182021,,ABORDAGEM SIMPLES,FILIAL
Volta Redonda,FUNDO ESPECIAL DA PROCURADORIA GERAL DO ESTADO DO RIO DE JANEIRO,179466.0000000,PGE,PR05-VOLTA_REDONDA,RJ,PR05-VOLTA_REDONDA_VRD/IP/03801 | 202182014,,PGE#SDE-FORT-PR05-VOLTA_REDONDA-GER#00,FGT40FTK20006291,SDE,202182014,,ABORDAGEM SIMPLES,FILIAL
MARINGA,PACAEMBU AUTOPECAS LTDA,107938.0000000,PCBU,pacaembu-mga-fw-030,PR,PACAEMBU MGA | 201746281,,PCBU#BLD-FORT-MARINGA#00,FGT40FTK20006303,BSN,201746281,,FILIAIS,SEM CONTINGENCIA
Macaé,FUNDO ESPECIAL DA PROCURADORIA GERAL DO ESTADO DO RIO DE JANEIRO,179470.0000000,PGE,PR09-MACAE,RJ,PR09-MACAE_MCE/IP/03625 | 202182018,,PGE#SDE-FORT-PR09-MACAE-GER#00,FGT40FTK20007097,SDE,202182018,,ABORDAGEM SIMPLES,FILIAL
Nova Iguaçu,FUNDO ESPECIAL DA PROCURADORIA GERAL DO ESTADO DO RIO DE JANEIRO,179464.0000000,PGE,PR03-NOVA_IGUACU,RJ,NOVA_IGUACU_NIU/IP/09498 | 202182028,,PGE#SDE-FORT-PR03-NOVA_IGUACU-GER#00,FGT40FTK20007146,SDE,202182028,,ABORDAGEM SIMPLES,FILIAL
ANANINDEUA,PACAEMBU AUTOPEÇAS LTDA,108888.0000000,PCBU,pacaembu-aiu-fw-015,PA,PACAEMBU AIU | 201749033,,PCBU#BLD-FORT-AIU#00,FGT40FTK20007217,BSN,201749033,,FILIAIS,SEM CONTINGENCIA
CHAPECO,PACAEMBU AUTOPEÇAS LTDA,108894.0000000,PCBU,pacaembu-cco-fw-027,SC,PACAEMBU CCO | 201749053,,PCBU#BLD-FORT-CCO#00,FGT40FTK20007221,BSN,201749053,,FILIAIS,SEM CONTINGENCIA
Ribeirão Preto,PACAEMBU AUTOPEÇAS LTDA,108874.0000000,PCBU,pacaembu-rpo-fw-003,SP,PACAEMBU RPO | 201748891,,PCBU#BLD-FORT-RPO#00,FGT40FTK20007264,BSN,201748891,,FILIAIS,SEM CONTINGENCIA
CURITIBA,PACAEMBU AUTOPEÇAS LTDA,108896.0000000,PCBU,pacaembu-cta-fw-007,PR,PACAEMBU CTA | 201749055,,PCBU#BLD-FORT-CTA#00,FGT40FTK20007596,BSN,201749055,,FILIAIS,SEM CONTINGENCIA
UBERLANDIA,PACAEMBU AUTOPEÇAS LTDA,108877.0000000,PCBU,pacaembu-ula-fw-006,MG,PACAEMBU ULA | 201749022,,PCBU#BLD-FORT-ULA#00,FGT40FTK20007644,BSN,201749022,,FILIAIS,SEM CONTINGENCIA
Indaiatuba,TEGMA GESTAO LOGISTICA S A,173019.0000000,TGMA,tegma-idu-cmt-fw-1,SP,IDU CMT | 202165374,,TGMA#SDE-FORT-IDU/IP/00115-GER#00,FGT40FTK20008137,SDE,202165374,,SDWAN,SDE
GUARULHOS,PACAEMBU AUTOPEÇAS LTDA,108891.0000000,PCBU,pacaembu-grs-fw-022,SP,PACAEMBU GRS | 201749050,,PCBU#BLD-FORT-GRS#00,FGT40FTK20009572,BSN,201749050,,FILIAIS,SEM CONTINGENCIA
JABOATAO DOS GUARARAPES,PACAEMBU AUTOPEÇAS LTDA,108897.0000000,PCBU,pacaembu-rce-fw-008,PE,PACAEMBU RCE | 201749057,,PCBU#BLD-FORT-RCE#00,FGT40FTK20009587,BSN,201749057,,FILIAIS,SEM CONTINGENCIA
Sinop,PACAEMBU AUTOPEÇAS LTDA,118947.0000000,PCBU,pacaembu-sno-fw-033,MT,PACAEMBU SNO | 201866418,,PCBU#BLD-FORT-SINOP#00,FGT40FTK20009706,BSN,201866418,,FILIAIS,SEM CONTINGENCIA
Salvador,PACAEMBU AUTOPEÇAS LTDA,108881.0000000,PCBU,pacaembu-sdr-fw-012,BA,PACAEMBU SDR | 201749027,,PCBU#BLD-FORT-SDR#00,FGT40FTK20009710,BSN,201749027,,FILIAIS,SEM CONTINGENCIA
CARIACICA,PACAEMBU AUTOPEÇAS LTDA,108887.0000000,PCBU,pacaembu-cca-fw-016,ES,PACAEMBU CCA | 201749032,,PCBU#BLD-FORT-CCA#00,FGT40FTK20009731,BSN,201749032,,FILIAIS,SEM CONTINGENCIA
São Luís,PACAEMBU AUTOPEÇAS LTDA,113786.0000000,PCBU,pacaembu-sls-fw-032,MA,PACAEMBU SLS | 201857009,,PCBU#BLD-FORT-SLS#00,FGT40FTK20009794,BSN,201857009,,FILIAIS,SEM CONTINGENCIA
PORTO ALEGRE,PACAEMBU AUTOPEÇAS LTDA,108878.0000000,PCBU,pacaembu-pae-fw-009,RS,PACAEMBU PAE | 201749023,,PCBU#BLD-FORT-PAE#00,FGT40FTK20009895,BSN,201749023,,FILIAIS,SEM CONTINGENCIA
SAO BERNARDO DO CAMPO,PACAEMBU AUTOPEÇAS LTDA,108886.0000000,PCBU,pacaembu-sbo-fw-024,SP,PACAEMBU SBO | 201749031,,PCBU#BLD-FORT-SBO#00,FGT40FTK20010051,BSN,201749031,,FILIAIS,SEM CONTINGENCIA
Duque de Caxias,FUNDO ESPECIAL DA PROCURADORIA GERAL DO ESTADO DO RIO DE JANEIRO,179463.0000000,PGE,PR02-DUQUE_DE_CAXIAS,RJ,DUQUE_DE_CAXIAS_DQX/IP/12092 | 202182027,,PGE#SDE-FORT-PR02-DQ_CXS-GER#00,FGT40FTK20010303,SDE,202182027,,ABORDAGEM SIMPLES,FILIAL
Petrópolis,FUNDO ESPECIAL DA PROCURADORIA GERAL DO ESTADO DO RIO DE JANEIRO,179468.0000000,PGE,PR07-PETROPOLIS,RJ,PETROPOLIS_PTS/IP/04431 | 202182016,,PGE#SDE-FORT-PR07-PETROPOLIS-GER#00,FGT40FTK20010359,SDE,202182016,,ABORDAGEM SIMPLES,FILIAL
Nova Friburgo,FUNDO ESPECIAL DA PROCURADORIA GERAL DO ESTADO DO RIO DE JANEIRO,179469.0000000,PGE,PR08-NOVA_FRIBURGO,RJ,PR08-NOVA_FRIBURGO_NOF/IP/05422 | 202182017,,PGE#SDE-FORT-PR08-NOVA_FRIBURGO-GER#00,FGT40FTK20010423,SDE,202182017,,ABORDAGEM SIMPLES,FILIAL
Angra dos Reis,FUNDO ESPECIAL DA PROCURADORIA GERAL DO ESTADO DO RIO DE JANEIRO,179467.0000000,PGE,PR06-ANGRA_DOS_REIS,RJ,PR06-ANGRA_DOS_REIS_ARS/IP/01094 | 202182015,,PGE#SDE-FORT-PR06-ANGRA_REIS-GER#00,FGT40FTK20010481,SDE,202182015,,ABORDAGEM SIMPLES,FILIAL
Barra do Piraí,FUNDO ESPECIAL DA PROCURADORIA GERAL DO ESTADO DO RIO DE JANEIRO,179465.0000000,PGE,PR04-BARRA_DO_PIRAI,RJ,BARRA_DO_PIRAI_BPI/IP/00338 | 202182029,,PGE#SDE-FORT-PR04-BARRA_PIREI-GER#00,FGT40FTK20010539,SDE,202182029,,ABORDAGEM SIMPLES,FILIAL
Itaperuna,FUNDO ESPECIAL DA PROCURADORIA GERAL DO ESTADO DO RIO DE JANEIRO,179472.0000000,PGE,PR11-ITAPERUNA,RJ,PR11-ITAPERUNA_IRA/IP/00792 | 202182020,,PGE#SDE-FORT-PR11-ITAPERUNA-GER#00,FGT40FTK20010563,SDE,202182020,,ABORDAGEM SIMPLES,FILIAL
Niterói,FUNDO ESPECIAL DA PROCURADORIA GERAL DO ESTADO DO RIO DE JANEIRO,179462.0000000,PGE,PR01-NITEROI,RJ,-NITEROI_NRI/IP/06217 | 202182026,,PGE#SDE-FORT-PR01-NITEROI-GER#00,FGT40FTK20010945,SDE,202182026,,ABORDAGEM SIMPLES,FILIAL
Campos dos Goytacazes,FUNDO ESPECIAL DA PROCURADORIA GERAL DO ESTADO DO RIO DE JANEIRO,179471.0000000,PGE,PR10-CAMPOS,RJ,PR10-CAMPOS_CPS/IP/04984 | 202182019,,PGE#SDE-FORT-PR10-CAMPOS-GER#00,FGT40FTK20011238,SDE,202182019,,ABORDAGEM SIMPLES,FILIAL
CAMPO GRANDE,PACAEMBU AUTOPEÇAS LTDA.,108889.0000000,PCBU,pacaembu-cpe-fw-017,MS,PACAEMBU CPE | 201749034,,PCBU#BLD-FORT-CPE#00,FGT40FTK20011739,BSN,201749034,,FILIAIS,SEM CONTINGENCIA
CAMPINAS,PACAEMBU AUTOPEÇAS LTDA,108883.0000000,PCBU,pacaembu-cas-fw-014,SP,PACAEMBU CAS | 201749029,,PCBU#BLD-FORT-CAS#00,FGT40FTK20012103,BSN,201749029,,FILIAIS,SEM CONTINGENCIA
RIO DE JANEIRO,PACAEMBU AUTOPEÇAS LTDA,108879.0000000,PCBU,pacaembu-rjo-fw-010,RJ,PACAEMBU RJO | 201749025,,PCBU#BLD-FORT-RJO#00,FGT40FTK20012154,BSN,201749025,,FILIAIS,SEM CONTINGENCIA
POUSO ALEGRE,PACAEMBU AUTOPEÇAS LTDA,107937.0000000,PCBU,pacaembu-psa-fw-031,MG,PACAEMBU PSA | 201746280,,PCBU#BLD-FORT-POUSO_ALEGRE#00,FGT40FTK20012794,BSN,201746280,,FILIAIS,SEM CONTINGENCIA
FORTALEZA,PACAEMBU AUTOPEÇAS LTDA,108892.0000000,PCBU,pacaembu-fla-fw-023,CE,PACAEMBU FLA | 201749051,,PCBU#BLD-FORT-FLA#00,FGT40FTK20012970,BSN,201749051,,FILIAIS,SEM CONTINGENCIA
ITAJAI,PACAEMBU AUTOPEÇAS LTDA,108885.0000000,PCBU,pacaembu-iai-fw-019,SC,PACAEMBU IAI | 201749030,,PCBU#BLD-FORT-IAI#00,FGT40FTK20012971,BSN,201749030,,FILIAIS,SEM CONTINGENCIA
Cascavel,PACAEMBU AUTOPECAS LTDA,107148.0000000,PCBU,pacaembu-csc-fw-029,PR,PACAEMBU CSC | 201744379,,PCBU#BLD-FORT-CSC#00,FGT40FTK20013121,BSN,201744379,,FILIAIS,SEM CONTINGENCIA
CONTAGEM,PACAEMBU AUTOPEÇAS LTDA,108876.0000000,PCBU,pacaembu-cem-fw-005,MG,PACAEMBU CEM | 201749021,,PCBU#BLD-FORT-CEM#00,FGT40FTK20013135,BSN,201749021,,FILIAIS,SEM CONTINGENCIA
GOIANIA,PACAEMBU AUTOPEÇAS LTDA,108890.0000000,PCBU,pacaembu-gna-fw-021,GO,PACAEMBU GNA | 201749039,,PCBU#BLD-FORT-GNA#00,FGT40FTK20013176,BSN,201749039,,FILIAIS,SEM CONTINGENCIA
LONDRINA,PACAEMBU AUTOPEÇAS LTDA,108882.0000000,PCBU,pacaembu-lda-fw-013,PR,PACAEMBU LDA | 201749028,,PCBU#BLD-FORT-LDA#00,FGT40FTK20013407,BSN,201749028,,FILIAIS,SEM CONTINGENCIA
CUIABA,PACAEMBU AUTOPEÇAS LTDA,108898.0000000,PCBU,pacaembu-cba-fw-018,MT,PACAEMBU CBA | 201749056,,PCBU#BLD-FORT-CBA#00,FGT40FTK20013409,BSN,201749056,,FILIAIS,SEM CONTINGENCIA
Jaboatão dos Guararapes,REAL MOTO PECAS LTDA,174014.0000000,REAL,greal-rce-hafw-c,PE,RECIFE | 202171312,,REAL#SDE-FORT-RECIFE-GER#00,FGT40FTK20013481,GRC,202171312,,DADOS,DADOS
CAXIAS DO SUL,PACAEMBU AUTOPEÇAS LTDA,108895.0000000,PCBU,pacaembu-csl-fw-028,RS,PACAEMBU CSL | 201749054,,PCBU#BLD-FORT-CSL#00,FGT40FTK20013837,BSN,201749054,,FILIAIS,SEM CONTINGENCIA
BRASILIA,PACAEMBU AUTOPEÇAS LTDA,108880.0000000,PCBU,pacaembu-gurx-fw-011,DF,PACAEMBU GURX | 201749026,,PCBU#BLD-FORT-GURX#00,FGT40FTK20028995,BSN,201749026,,FILIAIS,SEM CONTINGENCIA
PRESIDENTE PRUDENTE,PACAEMBU AUTOPEÇAS LTDA,108893.0000000,PCBU,pacaembu-ppe-fw-025,SP,PACAEMBU PPE | 201749052,,PCBU#BLD-FORT-PPE#00,FGT40FTK20032184,BSN,201749052,,FILIAIS,SEM CONTINGENCIA
Pedra Selada,TEGMA GESTAO LOGISTICA S A,173031.0000000,TGMA,tegma-rsd-fw-1,RJ,RSD - Porto Real | 202165333,,TGMA#SDE-FORT-RESENDE-GER#00,FGT40FTK20033806,SDE,202165333,,SDWAN,SDE
Campinas,REAL MOTO PECAS LTDA,174017.0000000,REAL,greal-cas-hafw-c,SP,CAMPINAS | 202171315,,REAL#SDE-FORT-CAMPINAS-GER#00,FGT40FTK20033821,GRC,202171315,,DADOS,DADOS
Goiânia,REAL MOTO PECAS LTDA,174015.0000000,REAL,greal-gna-hafw-c,GO,GOIANIA | 202171313,,REAL#SDE-FORT-GOIANIA-GER#00,FGT40FTK20033964,GRC,202171313,,DADOS,DADOS
São José dos Pinhais,TEGMA GESTAO LOGISTICA S A,173026.0000000,TGMA,tegma-sjp-fw-1,PR,SJP ZERO KM | 202165328,,TGMA#SDE-FORT-SJP/IP/00450-SJP/IP/00869-GER#00,FGT40FTK20034250,SDE,202165328,,SDWAN,SDE
Porto Alegre,REAL MOTO PECAS LTDA,174016.0000000,REAL,greal-poa-hafw-c,RS,PORTOALEGRE | 202171314,,REAL#SDE-FORT-PAE-GER#00,FGT40FTK20034402,GRC,202171314,,DADOS,DADOS
Araquari,TEGMA GESTAO LOGISTICA S A,173008.0000000,TGMA,tegma-aqi-bmw-fw-1,SC,AQI - BMW Araquari | 202165362,,TGMA#SDE-FORT-AQI/IP/00153-GER#00,FGT40FTK20034577,SDE,202165362,,SDWAN,SDE
Cariacica,REAL MOTO PECAS LTDA,174013.0000000,REAL,greal-cca-hafw-c,ES,VITORIA | 202171311,,REAL#SDE-FORT-VITORIA-GER#00,FGT40FTK20057006,GRC,202171311,,DADOS,DADOS
Igarapé,TEGMA GESTAO LOGISTICA S A,173042.0000000,TGMA,tegma-irp-fw-1,MG,IRP - Igarape | 202165375,,TGMA#SDE-FORT-IRP/IP/00127-GER#00,FGT40FTK20063401,SDE,202165375,,SDWAN,SDE
São Bernardo do Campo,TEGMA GESTAO LOGISTICA S A,173033.0000000,TGMA,tegma-sbo-vw-fw-1,SP,TEGMA SBO VW | 202165335,,TGMA#SDE-FORT-SAOBERNARD-GER#01,FGT40FTK20064337,SDE,202165335,,SDWAN,SDE
Indaiatuba,TEGMA GESTAO LOGISTICA S A,174294.0000000,TGMA,tegma-idu-unl-fw-1,SP,IDU-UNILEVER | 202174602,,TGMA#SDE-FORT-UNILEVER_INDAIATUBA#00,FGT40FTK20064349,SDE,202174602,,SDWAN,SDE
São Bernardo do Campo,TEGMA GESTAO LOGISTICA S A,176190.0000000,TGMA,tegma-sbo-cop-fw-1,SP,COPERATIVA | 202176868,,TGMA#SDE-FORT-COOPERATIVA#00,FGT40FTK20064907,SDE,202176868,,SDWAN,SDE
Parnamirim,REAL MOTO PECAS LTDA,174026.0000000,REAL,greal-pwm-hafw-c,RN,NATAL | 202171327,,REAL#SDE-FORT-NATAL-GER#00,FGT40FTK20065423,GRC,202171327,,DADOS,DADOS
Manaus,TEGMA GESTAO LOGISTICA S A,173020.0000000,TGMA,tegma-mns-fw-1,AM,MANAUS | 202165376,,TGMA#SDE-FORT-MNS/IP/01307-GER#00,FGT40FTK20065469,SDE,202165376,,SDWAN,SDE
Curitiba,REAL MOTO PECAS LTDA,174018.0000000,REAL,greal-cta-hafw-c,PR,CURITIBA | 202171316,,REAL#SDE-FORT-CURITIBA-GER#00,FGT40FTK20072345,GRC,202171316,,DADOS,DADOS
Marituba,REAL MOTO PECAS LTDA,174029.0000000,REAL,greal-mtub-hafw-c,PA,MARITUBA | 202171325,,REAL#SDE-FORT-BELEM-GER#00,FGT40FTK20073798,GRC,202171325,,DADOS,DADOS
Vitória da Conquista,REAL MOTO PECAS LTDA,174021.0000000,REAL,greal-vca-hafw-c,BA,VITORIADACONQUISTA | 202171319,,REAL#SDE-FORT-VITORIA_CONQ-GER#00,FGT40FTK20074105,GRC,202171319,,DADOS,DADOS
Belo Horizonte,REAL MOTO PECAS LTDA,174011.0000000,REAL,greal-bhe-hafw-c,MG,BELOHORIZONTE | 202171309,,REAL#SDE-FORT-BHE-GER#00,FGT40FTK20075003,GRC,202171309,,DADOS,DADOS
Fortaleza,REAL MOTO PECAS LTDA,174020.0000000,REAL,greal-fla-hafw-c,CE,FORTALEZA | 202171318,,REAL#SDE-FORT-FORTALEZA-GER#00,FGT40FTK20075503,GRC,202171318,,DADOS,DADOS
Cuiabá,REAL MOTO PECAS LTDA,174025.0000000,REAL,greal-cba-hafw-c,MT,CUIABA | 202171326,,REAL#SDE-FORT-CUIABA-GER#00,FGT40FTK20075938,GRC,202171326,,DADOS,DADOS
Brasília,REAL MOTO PECAS LTDA,174019.0000000,REAL,greal-bsa-hafw-c,DF,BRASILIA | 202171317,,REAL#SDE-FORT-BRASILIA-GER#00,FGT40FTK20075953,GRC,202171317,,DADOS,DADOS
Ribeirão Preto,REAL MOTO PECAS LTDA,174022.0000000,REAL,greal-rpo-hafw-c,SP,RIBEIRAOPRETO | 202171320,,REAL#SDE-FORT-RIBEIRAO_PRETO-GER#00,FGT40FTK20076289,GRC,202171320,,DADOS,DADOS
São Bernardo do Campo,REAL MOTO PECAS LTDA,174023.0000000,REAL,greal-sbo-hafw-c,SP,SAOBERNARDO | 202171321,,REAL#SDE-FORT-ABC-GER#00,FGT40FTK20077037,GRC,202171321,,DADOS,DADOS
Salvador,REAL MOTO PECAS LTDA,174012.0000000,REAL,greal-sdr-hafw-c,BA,SALVADOR | 202171310,,REAL#SDE-FORT-SALVADOR-GER#00,FGT40FTK20077390,GRC,202171310,,DADOS,DADOS
São Paulo,REAL MOTO PECAS LTDA,174010.0000000,REAL,greal-spo-hafw-c,SP,SAOPAULO | 202171308,,REAL#SDE-FORT-SPO-GER#00,FGT40FTK20077730,GRC,202171308,,DADOS,DADOS
,,,,RT_REG-AL01,,MACEIO_AL_MCO/IP/10506,,,FGT60ETK20030824,,MACEIO_AL_MCO/IP/10506,,,
Salvador,POSTAL SAUDE - CAIXA DE ASSISTENCIA E SAUDE DOS EMPREGADOS DOS CORREIOS,179825.0000000,PSDE,RT_REG-BA01,BA,SALVADOR_BA_SDR/IP/32192 | 202183400,,PSDE#SDE-FORT-SALVADOR-GER#00,FGT60ETK20039561,SDE,202183400,,DUPLA ABORDAGEM,FILIAL
São Luís,POSTAL SAUDE - CAIXA DE ASSISTENCIA E SAUDE DOS EMPREGADOS DOS CORREIOS,179830.0000000,PSDE,RT_REG-MA01,MA,SAO_LUIS_MA/IP/05925 | 202183360,,PSDE#SDE-FORT-SAO-LUIS-GER#00,FGT60ETK20040947,SDE,202183360,,DUPLA ABORDAGEM,FILIAL
Hortolândia,BRF S A,166836.0000000,BRF,brf-hort-dc-fw-1,SP,BRF DC | 202055619,,BRF#SDE-FORT-IBM-HORTO#00,FGT60FTK19009605,GRC,202055619,,DATA CENTER,SDE
Itajaí,BRF S A,174141.0000000,BRF,brf-iai-hafw-c,SC,BRF MERCADO IAI | 202173982,,BRF#SDE-FORT-MERC_ITAJAI#00,FGT60FTK20039251,SDE,202173982,,LOJA,SDE
Rio de Janeiro,REAL MOTO PECAS LTDA,174009.0000000,REAL,greal-rjo-hafw-c,RJ,RIODEJANEIRO | 202171307,,REAL#SDE-FORT-RJO-GER#00,FGT60FTK20068880,GRC,202171307,,DADOS,DADOS
São Paulo,BRF S A,166835.0000000,BRF,brf-spo-fw-1,SP,BRF MERCADO SPO | 202055618,,BRF#SDE-FORT-MERC_MOD-SP#01,FGT60FTK20092466,GRC,202055618,,LOJA,SDE
